teth0, 1382454492.174974, poll
teth0, 1382454492.175123, sendto
teth0, 1382454492.175296, poll
teth0, 1382454492.282484, ioctl
teth0, 1382454492.282631, recvfrom
teth0, 1382454492.283099, close
teth0, 1382454492.283355, write
teth0, 1382454492.283553, poll
teth0, 1382454492.996627, sendmsg
teth0, 1382454492.997018, recvmsg
teth0, 1382454493.150847, open
teth0, 1382454493.151016, fstat
teth0, 1382454493.151183, mmap
teth0, 1382454493.151466, read
teth0, 1382454493.151711, read
teth0, 1382454493.151888, close
teth0, 1382454493.152061, munmap
teth0, 1382454493.152240, stat
teth0, 1382454493.152448, socket
teth0, 1382454493.152586, connect
teth0, 1382454493.152736, poll
teth0, 1382454493.152874, sendto
teth0, 1382454493.153045, poll
teth0, 1382454493.159687, ioctl
teth0, 1382454493.159824, recvfrom
teth0, 1382454493.160058, close
teth0, 1382454493.160304, write
teth0, 1382454493.160448, poll
teth0, 1382454493.997802, sendmsg
teth0, 1382454493.998248, setitimer
teth0, 1382454493.998585, recvmsg
teth0, 1382454494.120890, open
teth0, 1382454494.121094, fstat
teth0, 1382454494.121479, mmap
teth0, 1382454494.121787, read
teth0, 1382454494.122018, read
teth0, 1382454494.122278, close
teth0, 1382454494.122432, munmap
teth0, 1382454494.122699, stat
teth0, 1382454494.122954, socket
teth0, 1382454494.123199, connect
teth0, 1382454494.123400, poll
teth0, 1382454494.123559, sendto
teth0, 1382454494.123730, poll
teth0, 1382454494.130530, ioctl
teth0, 1382454494.130718, recvfrom
teth0, 1382454494.130977, close
teth0, 1382454494.131172, write
teth0, 1382454494.131475, write
teth0, 1382454494.131591, write
teth0, 1382454494.131725, write
teth0, 1382454494.131868, write
teth0, 1382454494.132036, exit_group
nodns0, 1382455320.903499, execve
nodns0, 1382455320.903740, brk
nodns0, 1382455320.903795, access
nodns0, 1382455320.903850, mmap
nodns0, 1382455320.903898, access
nodns0, 1382455320.903947, open
nodns0, 1382455320.903988, fstat
nodns0, 1382455320.904043, mmap
nodns0, 1382455320.904078, close
nodns0, 1382455320.904112, access
nodns0, 1382455320.904159, open
nodns0, 1382455320.904201, read
nodns0, 1382455320.904252, fstat
nodns0, 1382455320.904304, mmap
nodns0, 1382455320.904341, mprotect
nodns0, 1382455320.904381, mmap
nodns0, 1382455320.904430, mmap
nodns0, 1382455320.904473, close
nodns0, 1382455320.904517, mmap
nodns0, 1382455320.904559, mmap
nodns0, 1382455320.904602, arch_prctl
nodns0, 1382455320.904715, mprotect
nodns0, 1382455320.904756, mprotect
nodns0, 1382455320.904794, mprotect
nodns0, 1382455320.904830, munmap
nodns0, 1382455320.904904, socket
nodns0, 1382455320.904955, getuid
nodns0, 1382455320.904991, setuid
nodns0, 1382455320.905052, socket
nodns0, 1382455320.905090, connect
nodns0, 1382455320.905152, getsockname
nodns0, 1382455320.905194, close
nodns0, 1382455320.905236, setsockopt
nodns0, 1382455320.905273, setsockopt
nodns0, 1382455320.905313, setsockopt
nodns0, 1382455320.905349, setsockopt
nodns0, 1382455320.905385, getsockopt
nodns0, 1382455320.905471, brk
nodns0, 1382455320.907393, brk
nodns0, 1382455320.907472, fstat
nodns0, 1382455320.907601, mmap
nodns0, 1382455320.907672, write
nodns0, 1382455320.907746, setsockopt
nodns0, 1382455320.907809, setsockopt
nodns0, 1382455320.907864, setsockopt
nodns0, 1382455320.907916, getpid
nodns0, 1382455320.907966, rt_sigaction
nodns0, 1382455320.908036, rt_sigaction
nodns0, 1382455320.908093, rt_sigaction
nodns0, 1382455320.908156, ioctl
nodns0, 1382455320.908232, ioctl
nodns0, 1382455320.908294, sendmsg
nodns0, 1382455320.908385, recvmsg
nodns0, 1382455320.909033, write
nodns0, 1382455320.909085, recvmsg
nodns0, 1382455321.906640, sched_yield
nodns0, 1382455321.906737, recvmsg
nodns0, 1382455321.906914, sched_yield
nodns0, 1382455321.907089, recvmsg
nodns0, 1382455321.907249, sched_yield
nodns0, 1382455321.907388, recvmsg
nodns0, 1382455321.907536, sendmsg
nodns0, 1382455321.907795, recvmsg
nodns0, 1382455321.908532, write
nodns0, 1382455321.908687, poll
nodns0, 1382455322.909026, sendmsg
nodns0, 1382455322.910012, setitimer
nodns0, 1382455322.910216, recvmsg
nodns0, 1382455322.910710, write
nodns0, 1382455322.910878, write
nodns0, 1382455322.911100, write
nodns0, 1382455322.911247, write
nodns0, 1382455322.911393, write
nodns0, 1382455322.911549, exit_group
lan0, 1382455107.375372, execve
lan0, 1382455107.375611, brk
lan0, 1382455107.375665, access
lan0, 1382455107.375720, mmap
lan0, 1382455107.375767, access
lan0, 1382455107.375813, open
lan0, 1382455107.375852, fstat
lan0, 1382455107.375907, mmap
lan0, 1382455107.375941, close
lan0, 1382455107.375974, access
lan0, 1382455107.376019, open
lan0, 1382455107.376060, read
lan0, 1382455107.376110, fstat
lan0, 1382455107.376163, mmap
lan0, 1382455107.376199, mprotect
lan0, 1382455107.376237, mmap
lan0, 1382455107.376285, mmap
lan0, 1382455107.376327, close
lan0, 1382455107.376370, mmap
lan0, 1382455107.376411, mmap
lan0, 1382455107.376453, arch_prctl
lan0, 1382455107.377294, mprotect
lan0, 1382455107.377352, mprotect
lan0, 1382455107.377392, mprotect
lan0, 1382455107.377428, munmap
lan0, 1382455107.377508, socket
lan0, 1382455107.377559, getuid
lan0, 1382455107.377594, setuid
lan0, 1382455107.377703, brk
lan0, 1382455107.377735, brk
lan0, 1382455107.377779, getpid
lan0, 1382455107.377821, open
lan0, 1382455107.377875, fstat
lan0, 1382455107.377927, mmap
lan0, 1382455107.377963, read
lan0, 1382455107.378015, read
lan0, 1382455107.378049, close
lan0, 1382455107.378082, munmap
lan0, 1382455107.378123, stat
lan0, 1382455107.378184, open
lan0, 1382455107.378225, fstat
lan0, 1382455107.378272, mmap
lan0, 1382455107.378306, read
lan0, 1382455107.378350, read
lan0, 1382455107.378398, close
lan0, 1382455107.378432, munmap
lan0, 1382455107.378475, socket
lan0, 1382455107.378512, connect
lan0, 1382455107.378571, close
lan0, 1382455107.378610, socket
lan0, 1382455107.378644, connect
lan0, 1382455107.378699, close
lan0, 1382455107.378739, open
lan0, 1382455107.378784, fstat
lan0, 1382455107.378832, mmap
lan0, 1382455107.378878, read
lan0, 1382455107.378933, read
lan0, 1382455107.378966, close
lan0, 1382455107.378997, munmap
lan0, 1382455107.379046, open
lan0, 1382455107.379087, fstat
lan0, 1382455107.379135, mmap
lan0, 1382455107.379169, close
lan0, 1382455107.379204, access
lan0, 1382455107.379254, open
lan0, 1382455107.379299, read
lan0, 1382455107.379414, fstat
lan0, 1382455107.379473, mmap
lan0, 1382455107.379512, mprotect
lan0, 1382455107.379554, mmap
lan0, 1382455107.379608, close
lan0, 1382455107.379658, mprotect
lan0, 1382455107.379697, munmap
lan0, 1382455107.379754, open
lan0, 1382455107.379824, fstat
lan0, 1382455107.379890, mmap
lan0, 1382455107.379943, read
lan0, 1382455107.380005, read
lan0, 1382455107.380055, close
lan0, 1382455107.380104, munmap
lan0, 1382455107.380164, open
lan0, 1382455107.380222, fstat
lan0, 1382455107.380287, mmap
lan0, 1382455107.380339, read
lan0, 1382455107.380408, read
lan0, 1382455107.380459, close
lan0, 1382455107.380508, munmap
lan0, 1382455107.380566, open
lan0, 1382455107.380620, fstat
lan0, 1382455107.380685, mmap
lan0, 1382455107.380735, close
lan0, 1382455107.380786, access
lan0, 1382455107.380848, open
lan0, 1382455107.380905, read
lan0, 1382455107.380964, fstat
lan0, 1382455107.381032, mmap
lan0, 1382455107.381085, mprotect
lan0, 1382455107.381140, mmap
lan0, 1382455107.381202, close
lan0, 1382455107.381260, mprotect
lan0, 1382455107.381311, munmap
lan0, 1382455107.381374, open
lan0, 1382455107.381428, fstat
lan0, 1382455107.381492, mmap
lan0, 1382455107.381543, close
lan0, 1382455107.381593, access
lan0, 1382455107.381653, open
lan0, 1382455107.381712, read
lan0, 1382455107.381772, fstat
lan0, 1382455107.381838, mmap
lan0, 1382455107.381898, mprotect
lan0, 1382455107.381953, mmap
lan0, 1382455107.382017, close
lan0, 1382455107.382070, access
lan0, 1382455107.382127, open
lan0, 1382455107.382186, read
lan0, 1382455107.382246, fstat
lan0, 1382455107.382316, mmap
lan0, 1382455107.382368, mprotect
lan0, 1382455107.382449, mmap
lan0, 1382455107.382514, mmap
lan0, 1382455107.382572, close
lan0, 1382455107.382636, mprotect
lan0, 1382455107.382691, mprotect
lan0, 1382455107.382742, munmap
lan0, 1382455107.382800, stat
lan0, 1382455107.382891, socket
lan0, 1382455107.382949, connect
lan0, 1382455107.383027, poll
lan0, 1382455107.383090, sendto
lan0, 1382455107.383165, poll
lan0, 1382455107.384853, ioctl
lan0, 1382455107.384921, recvfrom
lan0, 1382455107.385007, close
lan0, 1382455107.385070, socket
lan0, 1382455107.385108, connect
lan0, 1382455107.385202, getsockname
lan0, 1382455107.385362, close
lan0, 1382455107.385403, setsockopt
lan0, 1382455107.385458, setsockopt
lan0, 1382455107.385511, setsockopt
lan0, 1382455107.385561, setsockopt
lan0, 1382455107.385610, getsockopt
lan0, 1382455107.385677, fstat
lan0, 1382455107.385740, mmap
lan0, 1382455107.385798, write
lan0, 1382455107.385863, setsockopt
lan0, 1382455107.385899, setsockopt
lan0, 1382455107.385955, setsockopt
lan0, 1382455107.386012, rt_sigaction
lan0, 1382455107.386077, rt_sigaction
lan0, 1382455107.386134, rt_sigaction
lan0, 1382455107.386194, ioctl
lan0, 1382455107.386252, ioctl
lan0, 1382455107.386306, sendmsg
lan0, 1382455107.386403, recvmsg
lan0, 1382455107.387026, stat
lan0, 1382455107.387105, open
lan0, 1382455107.387163, fstat
lan0, 1382455107.387229, mmap
lan0, 1382455107.387280, read
lan0, 1382455107.387349, read
lan0, 1382455107.387400, close
lan0, 1382455107.387448, munmap
lan0, 1382455107.387521, stat
lan0, 1382455107.387602, socket
lan0, 1382455107.387653, connect
lan0, 1382455107.387708, poll
lan0, 1382455107.387761, sendto
lan0, 1382455107.387820, poll
lan0, 1382455107.397279, ioctl
lan0, 1382455107.397319, recvfrom
lan0, 1382455107.397382, close
lan0, 1382455107.397438, open
lan0, 1382455107.397482, fstat
lan0, 1382455107.397531, mmap
lan0, 1382455107.397568, close
lan0, 1382455107.397604, access
lan0, 1382455107.397659, open
lan0, 1382455107.397697, read
lan0, 1382455107.397741, fstat
lan0, 1382455107.397799, mmap
lan0, 1382455107.397835, mprotect
lan0, 1382455107.397875, mmap
lan0, 1382455107.397929, close
lan0, 1382455107.397977, mprotect
lan0, 1382455107.398013, munmap
lan0, 1382455107.398058, socket
lan0, 1382455107.398098, fcntl
lan0, 1382455107.398130, fcntl
lan0, 1382455107.398164, connect
lan0, 1382455107.398310, fcntl
lan0, 1382455107.398343, fstat
lan0, 1382455107.398427, mmap
lan0, 1382455107.398468, lseek
lan0, 1382455107.398513, write
lan0, 1382455107.398689, read
lan0, 1382455112.399100, close
lan0, 1382455112.400012, munmap
lan0, 1382455112.400219, write
lan0, 1382455112.400365, sendmsg
lan0, 1382455112.400618, recvmsg
lan0, 1382455112.401285, open
lan0, 1382455112.401413, fstat
lan0, 1382455112.401555, mmap
lan0, 1382455112.401666, read
lan0, 1382455112.401803, read
lan0, 1382455112.401900, close
lan0, 1382455112.401988, munmap
lan0, 1382455112.402094, stat
lan0, 1382455112.402277, socket
lan0, 1382455112.402451, connect
lan0, 1382455112.402600, poll
lan0, 1382455112.402733, sendto
lan0, 1382455112.402887, poll
lan0, 1382455112.403486, ioctl
lan0, 1382455112.403618, recvfrom
lan0, 1382455112.403795, close
lan0, 1382455112.403917, socket
lan0, 1382455112.404031, fcntl
lan0, 1382455112.404131, fcntl
lan0, 1382455112.404229, connect
lan0, 1382455112.404392, fcntl
lan0, 1382455112.404496, fstat
lan0, 1382455112.404642, mmap
lan0, 1382455112.404756, lseek
lan0, 1382455112.404885, write
lan0, 1382455112.405007, read
lan0, 1382455117.406049, close
lan0, 1382455117.406157, munmap
lan0, 1382455117.406327, write
lan0, 1382455117.406519, sendmsg
lan0, 1382455117.406801, setitimer
lan0, 1382455117.406948, recvmsg
lan0, 1382455117.407469, open
lan0, 1382455117.407605, fstat
lan0, 1382455117.407752, mmap
lan0, 1382455117.407899, read
lan0, 1382455117.408071, read
lan0, 1382455117.408205, close
lan0, 1382455117.408339, munmap
lan0, 1382455117.408487, stat
lan0, 1382455117.408700, socket
lan0, 1382455117.408845, connect
lan0, 1382455117.409002, poll
lan0, 1382455117.409153, sendto
lan0, 1382455117.409341, poll
lan0, 1382455117.410032, ioctl
lan0, 1382455117.410178, recvfrom
lan0, 1382455117.410418, close
lan0, 1382455117.410569, socket
lan0, 1382455117.410692, fcntl
lan0, 1382455117.410795, fcntl
lan0, 1382455117.410898, connect
lan0, 1382455117.411065, fcntl
lan0, 1382455117.411178, fstat
lan0, 1382455117.411328, mmap
lan0, 1382455117.411444, lseek
lan0, 1382455117.411580, write
lan0, 1382455117.411698, read
lan0, 1382455118.407067, SIGALRM
lan0, 1382455118.407139, rt_sigreturn
lan0, 1382455118.407261, close
lan0, 1382455118.407412, munmap
lan0, 1382455118.407595, write
lan0, 1382455118.407750, write
lan0, 1382455118.407881, write
lan0, 1382455118.408014, write
lan0, 1382455118.408237, write
lan0, 1382455118.408497, exit_group
